"";"p_val";"avg_log2FC";"pct.1";"pct.2";"p_val_adj";"cluster";"gene"
"Tardbp";0,000472810492293273;0,566931786285047;0,3;0,213;1;"P21";"Tardbp"
"Fry";0,000474901681738049;0,545817096074916;0,325;0,236;1;"P21";"Fry"
"Mrpl24";0,000481531060412766;1,24627820502355;0,084;0,038;1;"P21";"Mrpl24"
"Elmo2";0,000484520012113596;0,721063453542259;0,093;0,046;1;"P21";"Elmo2"
"Ftx";0,000485909068972425;0,626512288028262;0,112;0,059;1;"P21";"Ftx"
"Zbtb17";0,000492589707693872;1,4340509558214;0,075;0,033;1;"P21";"Zbtb17"
"Scara3";0,000495860824716283;2,39453516226475;0,026;0,005;1;"P21";"Scara3"
"Psrc1";0,000499145814191348;2,75260747593333;0,026;0,005;1;"P21";"Psrc1"
"Rbm10";0,000505255451632846;0,747445258579058;0,114;0,061;1;"P21";"Rbm10"
"Hgsnat";0,00050591843823635;1,05805103865446;0,052;0,018;1;"P21";"Hgsnat"
"Gm45871";0,000509492688414307;1,54686819223962;0,034;0,009;1;"P21";"Gm45871"
"Cpeb3";0,000511977358585673;1,01118897848999;0,091;0,043;1;"P21";"Cpeb3"
"Prpf4b";0,000520974483024957;0,510017578962721;0,388;0,3;1;"P21";"Prpf4b"
"Usp38";0,000524914313533019;1,85000765200551;0,05;0,017;1;"P21";"Usp38"
"Pik3c2a";0,000528264192644435;0,826283143580241;0,101;0,052;1;"P21";"Pik3c2a"
"Rrnad1";0,000529994401023573;0,898436044093505;0,112;0,059;1;"P21";"Rrnad1"
"Ccdc149";0,000537495985370744;1,53428266199652;0,054;0,019;1;"P21";"Ccdc149"
"Phlda1";0,000538226717983661;1,9830619530401;0,037;0,01;1;"P21";"Phlda1"
"Eng";0,00054116116923435;3,98164288245444;0,017;0,002;1;"P21";"Eng"
"Ccl25";0,000542479665272983;1,23905069751604;0,075;0,033;1;"P21";"Ccl25"
"Mt2";0,000544821936664767;3,90126085419703;0,017;0,002;1;"P21";"Mt2"
"Cfap65";0,000545889039229099;2,83270250302514;0,03;0,007;1;"P21";"Cfap65"
"Nfrkb";0,000546985879679314;0,66508283852498;0,119;0,064;1;"P21";"Nfrkb"
"Mtr";0,00055631654855934;1,23848082253108;0,056;0,021;1;"P21";"Mtr"
"Gm16287";0,000558336332040564;2,48751100634157;0,028;0,006;1;"P21";"Gm16287"
"Nat8l";0,000558537035521926;0,640143577756033;0,179;0,111;1;"P21";"Nat8l"
"Reps2";0,000565046069815901;0,733208305612295;0,142;0,082;1;"P21";"Reps2"
"Sacs";0,000569364246617524;0,566720127951337;0,272;0,189;1;"P21";"Sacs"
"Bicd2";0,000575924490214676;0,684186372979077;0,168;0,102;1;"P21";"Bicd2"
"Iqce";0,000587485983241718;0,468212042704354;0,129;0,076;1;"P21";"Iqce"
"Gm1976";0,000592919549656726;1,68583330672242;0,043;0,013;1;"P21";"Gm1976"
"Ppm1b";0,000597706642257557;1,14895226196244;0,086;0,04;1;"P21";"Ppm1b"
"Jchain";0,000612506073051741;3,3658506382261;0,022;0,003;1;"P21";"Jchain"
"Slc2a1";0,000621880214944258;3,32909793075913;0,022;0,003;1;"P21";"Slc2a1"
"Arid3b";0,000622846212181556;1,38614450506005;0,045;0,015;1;"P21";"Arid3b"
"Pank2";0,000628070756238581;1,05131470186837;0,08;0,036;1;"P21";"Pank2"
"Fam161b";0,000640395644459423;1,21216392279601;0,054;0,02;1;"P21";"Fam161b"
"Srcin1";0,00065001772130045;0,514056238772159;0,407;0,319;1;"P21";"Srcin1"
"Rtkn";0,000654834149107414;1,30597213249562;0,039;0,011;1;"P21";"Rtkn"
"Hpn";0,000658773644755377;2,67880847572747;0,015;0,001;1;"P21";"Hpn"
"Adam22";0,000663818481426619;0,582743905626324;0,231;0,155;1;"P21";"Adam22"
"Ppm1f";0,000665822453878513;1,06466123137006;0,08;0,036;1;"P21";"Ppm1f"
"Sema3e";0,000679999548753729;1,46439052536592;0,065;0,026;1;"P21";"Sema3e"
"Olfr1564";0,000680919790241783;4,49566639773129;0,015;0,001;1;"P21";"Olfr1564"
"Gm39459";0,000680943369627003;4,50203824753795;0,015;0,001;1;"P21";"Gm39459"
"Fermt2";0,000686152331839947;0,765017143664515;0,123;0,068;1;"P21";"Fermt2"
"Pias2";0,000693565147031502;0,800934763031569;0,097;0,049;1;"P21";"Pias2"
"Tjp1";0,000698297968417142;0,919472087824796;0,114;0,061;1;"P21";"Tjp1"
"Klf9";0,000702769347369819;0,675677887916969;0,188;0,119;1;"P21";"Klf9"
"Gm15601";0,000704619331294246;3,7726907227394;0,013;0,001;1;"P21";"Gm15601"
"Tbc1d23";0,000705027164625265;1,01537107881707;0,084;0,039;1;"P21";"Tbc1d23"
"Gm14120";0,000705540277408342;3,79930580272399;0,013;0,001;1;"P21";"Gm14120"
"Gm26906";0,000705585629235353;1,08929527816138;0,069;0,029;1;"P21";"Gm26906"
"Nptx2";0,000708896385874166;5,47072573549686;0,013;0,001;1;"P21";"Nptx2"
"Adgre5";0,000710065976962066;5,3758192984834;0,013;0,001;1;"P21";"Adgre5"
"Car4";0,000710442884112294;4,22685241981321;0,013;0,001;1;"P21";"Car4"
"Clybl";0,000711239340849511;4,24324841611465;0,013;0,001;1;"P21";"Clybl"
"Tpcn2";0,000711785941708445;5,04338980579983;0,013;0,001;1;"P21";"Tpcn2"
"Dmxl2";0,000713200326471359;0,41988113550794;0,338;0,25;1;"P21";"Dmxl2"
"2810403A07Rik";0,00071423948232402;0,673470394146338;0,14;0,081;1;"P21";"2810403A07Rik"
"Rnf13";0,000716755783092602;0,983878207912044;0,123;0,067;1;"P21";"Rnf13"
"N4bp2l2";0,000727605605886416;0,774756184156531;0,192;0,122;1;"P21";"N4bp2l2"
"Crlf3";0,000730765515218016;1,61784059439145;0,045;0,015;1;"P21";"Crlf3"
"Ercc6";0,000733577398274635;0,812611037368569;0,084;0,04;1;"P21";"Ercc6"
"Naxd";0,000734122765252101;0,571726156462715;0,144;0,087;1;"P21";"Naxd"
"Nmrk1";0,000737866551645711;1,82491864721865;0,045;0,015;1;"P21";"Nmrk1"
"Slc35e2";0,000744538320201535;1,16616548150703;0,071;0,031;1;"P21";"Slc35e2"
"Rictor";0,000749106388030837;0,764036627847507;0,14;0,081;1;"P21";"Rictor"
"Tpp1";0,000749739340245287;1,10086258169227;0,047;0,016;1;"P21";"Tpp1"
"Rep15";0,00075959856491789;0,908197470334575;0,101;0,052;1;"P21";"Rep15"
"Herc3";0,000761769433543766;0,600516968979249;0,142;0,085;1;"P21";"Herc3"
"Prex1";0,000763584658713103;0,678589251949981;0,065;0,028;1;"P21";"Prex1"
"Stx5a";0,000770824800690439;0,880353150459517;0,136;0,077;1;"P21";"Stx5a"
"Zfp664";0,000786858084574196;0,882189959865701;0,119;0,064;1;"P21";"Zfp664"
"Acsl6";0,000801966210444687;0,805163649342356;0,194;0,127;1;"P21";"Acsl6"
"St8sia5";0,000804170016379959;0,916593641619428;0,082;0,039;1;"P21";"St8sia5"
"Gatsl2";0,000807895655265881;0,509719559272685;0,11;0,061;1;"P21";"Gatsl2"
"Prdm11";0,000817251131629371;1,10622721126085;0,06;0,024;1;"P21";"Prdm11"
"Dusp7";0,000823598135418659;1,38271482010113;0,078;0,035;1;"P21";"Dusp7"
"Dazap1";0,000847451847933686;0,898645538444981;0,123;0,068;1;"P21";"Dazap1"
"Dlst";0,000848081681180758;0,541364700766882;0,216;0,143;1;"P21";"Dlst"
"Inpp1";0,000852740451391179;1,15754511260884;0,093;0,046;1;"P21";"Inpp1"
"Upf2";0,000852752931702108;0,525101068141417;0,082;0,042;1;"P21";"Upf2"
"Rara";0,000853617757802993;1,66508737741197;0,032;0,008;1;"P21";"Rara"
"Ptpn4";0,000867760141054146;1,07360842028858;0,082;0,038;1;"P21";"Ptpn4"
"Ccpg1";0,000870570560755984;1,21342644368749;0,067;0,028;1;"P21";"Ccpg1"
"Wipi1";0,000875456869383741;1,51478661090296;0,047;0,016;1;"P21";"Wipi1"
"Zfp141";0,000876187845838056;2,14967252375428;0,034;0,009;1;"P21";"Zfp141"
"Adgrb1";0,000876197976548363;0,402703982411793;0,481;0,397;1;"P21";"Adgrb1"
"Gm4924";0,000881605424854462;0,872188678643847;0,11;0,058;1;"P21";"Gm4924"
"Crebl2";0,000886433444848652;2,75621136123515;0,03;0,007;1;"P21";"Crebl2"
"Gm46123";0,000927030127933834;1,66335174095057;0,032;0,008;1;"P21";"Gm46123"
"Lmo2";0,000927134176051049;2,29402569172277;0,019;0,003;1;"P21";"Lmo2"
"Ddx41";0,000936922836641089;0,563597294230593;0,149;0,091;1;"P21";"Ddx41"
"Mpdz";0,000938738363726063;0,917853161743855;0,112;0,06;1;"P21";"Mpdz"
"Gm5141";0,000942680152740457;2,30070991857151;0,019;0,003;1;"P21";"Gm5141"
"Stx3";0,000950314908405585;0,904229710391537;0,116;0,063;1;"P21";"Stx3"
"1700080N15Rik";0,000960858761061698;2,17393214736046;0,028;0,006;1;"P21";"1700080N15Rik"
"Cfap100";0,000960900674752535;3,12148512257855;0,019;0,003;1;"P21";"Cfap100"
"Ltbp1";0,000963430937169536;2,07147474430925;0,028;0,006;1;"P21";"Ltbp1"
"Zbtb4";0,000966751830628162;0,657628729453888;0,168;0,105;1;"P21";"Zbtb4"
"Pcsk7";0,000984152163331225;0,797698686992892;0,129;0,074;1;"P21";"Pcsk7"
"Tmem243";0,000995863696706238;1,22914742276818;0,043;0,014;1;"P21";"Tmem243"
"Pcsk2";0,000998499435044761;0,45629552767555;0,28;0,2;1;"P21";"Pcsk2"
"Zfp410";0,0010008311830436;1,21756283611557;0,071;0,031;1;"P21";"Zfp410"
"Fastk";0,00101301205062632;0,823956335549202;0,112;0,061;1;"P21";"Fastk"
"Gm4631";0,00101734736714117;1,72205929614966;0,045;0,015;1;"P21";"Gm4631"
"Thap2";0,00102798926850389;0,954078562958626;0,131;0,075;1;"P21";"Thap2"
"Ccnk";0,00103010827651391;1,25162328927691;0,073;0,033;1;"P21";"Ccnk"
"Ggnbp2";0,00104342547753432;0,445076902940382;0,291;0,21;1;"P21";"Ggnbp2"
"Scaf4";0,00105303868316541;0,919346504750304;0,11;0,059;1;"P21";"Scaf4"
"Pds5a";0,00105931000891247;0,76062959991583;0,166;0,103;1;"P21";"Pds5a"
"Ankrd17";0,00106257947237845;0,427233112004858;0,328;0,244;1;"P21";"Ankrd17"
"Bcat1";0,00107891336759649;1,09995697734185;0,091;0,045;1;"P21";"Bcat1"
"Ypel5";0,0011169392703738;1,42363740078635;0,047;0,017;1;"P21";"Ypel5"
"Nfia";0,00112396683152444;0,504789048639169;0,172;0,111;1;"P21";"Nfia"
"Itgb3";0,00113483063604579;1,27711209021814;0,032;0,009;1;"P21";"Itgb3"
"Mosmo";0,00113524801657457;0,910331857057277;0,097;0,05;1;"P21";"Mosmo"
"Clock";0,00114925197655545;0,57098902073962;0,194;0,127;1;"P21";"Clock"
"Zc3h6";0,00115456045877352;0,960377131531296;0,095;0,048;1;"P21";"Zc3h6"
"Pcbp2";0,00116455244268644;0,559511891624842;0,106;0,058;1;"P21";"Pcbp2"
"Clgn";0,00116967294285169;1,49696537431837;0,052;0,019;1;"P21";"Clgn"
"Fam76b";0,00118814498713812;0,877809661070447;0,099;0,052;1;"P21";"Fam76b"
"Galnt7";0,00119358326332485;0,892502739257553;0,073;0,034;1;"P21";"Galnt7"
"Vps39";0,00119497778098735;1,28108939275377;0,095;0,049;1;"P21";"Vps39"
"Gm32014";0,00120188377744998;1,92546658954043;0,037;0,011;1;"P21";"Gm32014"
"Pacsin2";0,00121308963830904;1,23818026751407;0,054;0,021;1;"P21";"Pacsin2"
"Naa16";0,00122808994957328;1,48166249162631;0,06;0,025;1;"P21";"Naa16"
"Swt1";0,00123358948392714;0,508175952324422;0,131;0,079;1;"P21";"Swt1"
"Klhl32";0,00123649386840311;0,831376358951745;0,108;0,058;1;"P21";"Klhl32"
"Cacnb1";0,00125408422324931;0,836269956657493;0,091;0,046;1;"P21";"Cacnb1"
"Kdm3a";0,00125671510538696;1,34859835666534;0,045;0,016;1;"P21";"Kdm3a"
"Golgb1";0,00126793453915958;0,672766491837914;0,248;0,174;1;"P21";"Golgb1"
"Strn3";0,00127303001260734;0,452838123783819;0,259;0,183;1;"P21";"Strn3"
"Tspyl2";0,00128161069096306;0,724500656319414;0,127;0,073;1;"P21";"Tspyl2"
"Fam198b";0,00128179760524494;1,54571458439629;0,032;0,009;1;"P21";"Fam198b"
"Slc6a8";0,0012903809904455;0,785216340334632;0,114;0,063;1;"P21";"Slc6a8"
"Syt12";0,00129307089201203;2,73880993256082;0,022;0,004;1;"P21";"Syt12"
"Chst15";0,00129602070868525;0,67644679963009;0,116;0,065;1;"P21";"Chst15"
"Dgkb";0,00129872971468347;0,832821620454045;0,082;0,04;1;"P21";"Dgkb"
"Sag";0,00130146256466456;1,21368757769497;0,028;0,007;1;"P21";"Sag"
"Fam60a";0,00130173625112451;0,881554637473873;0,127;0,073;1;"P21";"Fam60a"
"Fmn2";0,00132360875128652;1,12393645989095;0,086;0,042;1;"P21";"Fmn2"
"Serpine2";0,00132914579290791;0,526523925620313;0,282;0,204;1;"P21";"Serpine2"
"Srxn1";0,00133372132560319;2,03031230009612;0,034;0,01;1;"P21";"Srxn1"
"Pnpo";0,00134739962411777;1,26068320186463;0,039;0,012;1;"P21";"Pnpo"
"Arhgap15";0,00134859898334454;1,90749345144378;0,034;0,01;1;"P21";"Arhgap15"
"Gm9856";0,00135504081911177;0,855040747892948;0,114;0,063;1;"P21";"Gm9856"
"Slc35f6";0,0013753937836177;1,34332762856187;0,056;0,022;1;"P21";"Slc35f6"
"Sptbn2";0,00137543924599571;0,477177224886134;0,341;0,258;1;"P21";"Sptbn2"
"A930024E05Rik";0,00140892833976333;3,93118846739239;0,017;0,002;1;"P21";"A930024E05Rik"
"Rbm25";0,00141747348842569;0,40957799175546;0,461;0,38;1;"P21";"Rbm25"
"Gm14399";0,0014208391831374;2,54456609178942;0,017;0,002;1;"P21";"Gm14399"
"Spata31d1a";0,00143566585855546;2,69922294844987;0,017;0,002;1;"P21";"Spata31d1a"
"Gm47469";0,00143850307924071;2,89650009631523;0,017;0,002;1;"P21";"Gm47469"
"Haus3";0,00144108228944873;1,55228776140138;0,028;0,007;1;"P21";"Haus3"
"Map3k3";0,00144320598123837;1,23273315240986;0,067;0,029;1;"P21";"Map3k3"
"Kcnk9";0,00144322129519634;0,432973394598415;0,241;0,17;1;"P21";"Kcnk9"
"Osbp2";0,0014454066027821;0,538073520438938;0,129;0,077;1;"P21";"Osbp2"
"Zfyve26";0,00144774011610499;1,60702857220465;0,06;0,025;1;"P21";"Zfyve26"
"Fbxo3";0,0014486172302987;0,790164548351744;0,106;0,057;1;"P21";"Fbxo3"
"Lmo7";0,00145313298260416;0,354573659204532;0,218;0,151;1;"P21";"Lmo7"
"Arhgef4";0,00145340906876672;0,206468620016562;0,162;0,11;1;"P21";"Arhgef4"
"Wdr33";0,00145980518801028;0,951576547183123;0,119;0,066;1;"P21";"Wdr33"
"A830018L16Rik";0,00146944039932264;0,623485513742273;0,216;0,145;1;"P21";"A830018L16Rik"
"Cdr1";0,00149793781942401;2,27969850655932;0,024;0,005;1;"P21";"Cdr1"
"Dmac2";0,00150191589886611;1,04128279958839;0,045;0,016;1;"P21";"Dmac2"
"Uqcrc1";0,00150382675674885;0,313637616941812;0,14;0,09;1;"P21";"Uqcrc1"
"Zfp131";0,00150633394167327;0,677928369489097;0,101;0,055;1;"P21";"Zfp131"
"Rft1";0,00152209118309041;1,27790811906234;0,058;0,024;1;"P21";"Rft1"
"Rab3gap1";0,00152434998471643;0,843097264054691;0,164;0,104;1;"P21";"Rab3gap1"
"Efcab14";0,00153694179644913;0,940537099870743;0,091;0,046;1;"P21";"Efcab14"
"Xpnpep1";0,00153994383350868;0,999957285244141;0,103;0,055;1;"P21";"Xpnpep1"
"Ddi2";0,00154320550232798;1,04078307639834;0,088;0,044;1;"P21";"Ddi2"
"Gm42067";0,00158139175756104;2,01837202209116;0,028;0,007;1;"P21";"Gm42067"
"Hap1";0,00158973860739252;0,737535630112901;0,071;0,034;1;"P21";"Hap1"
"Coro2b";0,00160601747234624;1,03964131308962;0,084;0,041;1;"P21";"Coro2b"
"Gnpnat1";0,00160709933530755;1,37651022329563;0,047;0,017;1;"P21";"Gnpnat1"
"Stambpl1";0,00161115551816549;2,21873941361424;0,028;0,007;1;"P21";"Stambpl1"
"Epb41l1";0,00161415402785925;0,555354362403524;0,231;0,159;1;"P21";"Epb41l1"
"Ccnl2";0,00161910047806213;0,537182425698444;0,293;0,214;1;"P21";"Ccnl2"
"1600002K03Rik";0,00163889455813065;1,59366921164547;0,047;0,017;1;"P21";"1600002K03Rik"
"Tor1b";0,00165189542060184;0,557386706532641;0,14;0,086;1;"P21";"Tor1b"
"Atad3a";0,00165295875567288;0,708028251299543;0,147;0,089;1;"P21";"Atad3a"
"Tubgcp3";0,00165426807377568;1,02213454446345;0,099;0,052;1;"P21";"Tubgcp3"
"Ubxn11";0,00167587860109568;1,38533946403104;0,037;0,011;1;"P21";"Ubxn11"
"Ablim2";0,00168549120856215;0,60910941331409;0,239;0,166;1;"P21";"Ablim2"
"Slc38a9";0,00168651689247912;0,46498583953808;0,155;0,099;1;"P21";"Slc38a9"
"Htra1";0,00169425430989254;1,16149105658296;0,032;0,009;1;"P21";"Htra1"
"Cntnap1";0,00171018908057766;0,659078075164358;0,181;0,117;1;"P21";"Cntnap1"
"Surf2";0,00172107359502983;0,561604856036064;0,062;0,029;1;"P21";"Surf2"
"Usf2";0,00173693954620949;0,656040346486196;0,119;0,068;1;"P21";"Usf2"
"Auh";0,00174542401274723;0,904685476875767;0,075;0,036;1;"P21";"Auh"
"Miip";0,00177597291751173;1,22226691874253;0,065;0,028;1;"P21";"Miip"
"Rab28";0,00177945672786227;0,780376887708471;0,084;0,042;1;"P21";"Rab28"
"Ank3";0,00179624992788452;0,389690264566559;0,595;0,529;1;"P21";"Ank3"
"Nsmce2";0,00180389087169861;1,05622700741396;0,069;0,031;1;"P21";"Nsmce2"
"Slc38a2";0,00180589472977377;0,716066770564182;0,164;0,103;1;"P21";"Slc38a2"
"Zdhhc23";0,00181887439014858;0,618410940644477;0,157;0,098;1;"P21";"Zdhhc23"
"Arhgef11";0,0018213440687596;0,769554992731671;0,082;0,041;1;"P21";"Arhgef11"
"Smg1";0,00182385542019346;0,574405048483329;0,304;0,228;1;"P21";"Smg1"
"Serac1";0,00182581783071572;1,13203332190429;0,039;0,013;1;"P21";"Serac1"
"Ganc";0,00183815816139176;1,38979209567461;0,05;0,019;1;"P21";"Ganc"
"Plat";0,00185274046375084;1,51676959585774;0,034;0,01;1;"P21";"Plat"
"Fxr2";0,0018916909263293;0,614914255730852;0,134;0,081;1;"P21";"Fxr2"
"Olfr671";0,00190463259361955;1,45808341168587;0,041;0,014;1;"P21";"Olfr671"
"Clec16a";0,00190863828627425;0,753840370240527;0,093;0,049;1;"P21";"Clec16a"
"Psph";0,00191920535090485;1,54707640780819;0,034;0,01;1;"P21";"Psph"
"Slc25a3";0,00194124245108668;0,281011735842455;0,276;0,208;1;"P21";"Slc25a3"
"Usp36";0,00194152878782168;0,634835744327273;0,134;0,08;1;"P21";"Usp36"
"Dlat";0,00194941478547028;0,694070843041689;0,127;0,075;1;"P21";"Dlat"
"Tet2";0,00195046597497016;0,507645749151921;0,2;0,135;1;"P21";"Tet2"
"Myo1e";0,00197227960559907;3,45083945511041;0,019;0,003;1;"P21";"Myo1e"
"Repin1";0,00200064699228129;1,67057705071503;0,034;0,01;1;"P21";"Repin1"
"Insl5";0,00200316975204609;2,26762742746378;0,019;0,003;1;"P21";"Insl5"
"Rb1cc1";0,00200460033328966;0,473487459457013;0,293;0,215;1;"P21";"Rb1cc1"
"Fhdc1";0,00201057867854813;2,99185923705704;0,019;0,003;1;"P21";"Fhdc1"
"Rxra";0,00201974792242503;2,38871198869443;0,019;0,003;1;"P21";"Rxra"
"Gm15624";0,00202414161412644;2,31823921916349;0,019;0,003;1;"P21";"Gm15624"
"Rps6ka3";0,00203739603252341;0,649732554588176;0,097;0,053;1;"P21";"Rps6ka3"
"Slc26a4";0,00203832586097352;2,53650073839886;0,015;0,002;1;"P21";"Slc26a4"
"Ugt8a";0,00205901871115924;3,83072601015899;0,015;0,002;1;"P21";"Ugt8a"
"Selplg";0,00206482110904033;3,60715014422699;0,015;0,002;1;"P21";"Selplg"
"Cln5";0,00207071133908954;3,32595624697474;0,015;0,002;1;"P21";"Cln5"
"Foxj3";0,00208362608801666;0,833791974601473;0,082;0,041;1;"P21";"Foxj3"
"Taok3";0,00209420010101858;0,398846142227817;0,185;0,126;1;"P21";"Taok3"
"Krit1";0,00209523732845225;0,462093449550459;0,297;0,219;1;"P21";"Krit1"
"Bet1l";0,00214085728909481;0,685644742382224;0,082;0,042;1;"P21";"Bet1l"
"Gusb";0,00215074140645381;1,59166780126699;0,032;0,009;1;"P21";"Gusb"
"Vwa8";0,00215079613353387;1,40651114020094;0,043;0,015;1;"P21";"Vwa8"
"Bora";0,00217720351877945;1,53168250645017;0,039;0,013;1;"P21";"Bora"
"Rpgr";0,00218152845572165;0,732298327740056;0,097;0,052;1;"P21";"Rpgr"
"Tmed8";0,00218269874586704;1,64397221851876;0,047;0,018;1;"P21";"Tmed8"
"Etfa";0,00221135351612638;1,52243643156541;0,032;0,009;1;"P21";"Etfa"
"Rabgef1";0,0022264039366454;0,963918163681369;0,052;0,021;1;"P21";"Rabgef1"
"Ankrd29";0,00224828082695192;1,70364109060457;0,058;0,025;1;"P21";"Ankrd29"
"Brinp2";0,00230262940104024;0,907810983491383;0,078;0,038;1;"P21";"Brinp2"
"Arsa";0,00230610835211793;1,21072572217962;0,069;0,032;1;"P21";"Arsa"
"Cep19";0,00231525535262452;0,885004443824925;0,078;0,038;1;"P21";"Cep19"
"Dnmbp";0,00234840049855974;1,17287802039294;0,045;0,017;1;"P21";"Dnmbp"
"Cbl";0,00236558940383215;0,516883448671704;0,147;0,093;1;"P21";"Cbl"
"Kcnma1";0,00237111649174672;0,412706477569527;0,356;0,273;1;"P21";"Kcnma1"
"Dus1l";0,00237300907794485;0,751710899247282;0,086;0,045;1;"P21";"Dus1l"
"Adam17";0,00237985776802186;1,58187504135415;0,05;0,019;1;"P21";"Adam17"
"Kcnq1ot1";0,00240212619002009;0,294788189310474;0,705;0,663;1;"P21";"Kcnq1ot1"
"Klf15";0,00240646598819736;2,11925263160267;0,022;0,004;1;"P21";"Klf15"
"Taf12";0,0024246569271709;2,51158235742734;0,028;0,007;1;"P21";"Taf12"
"Lrig2";0,00242689900336994;0,869356130725537;0,086;0,044;1;"P21";"Lrig2"
"Pknox2";0,00243448202178972;1,39239282456941;0,06;0,026;1;"P21";"Pknox2"
"Btbd17";0,00244897254144223;2,28316380008564;0,022;0,004;1;"P21";"Btbd17"
"Gpr37l1";0,0024535328967612;2,48622717197175;0,022;0,004;1;"P21";"Gpr37l1"
"Lrrc1";0,00246559823431784;1,5345858544405;0,028;0,007;1;"P21";"Lrrc1"
"Ercc1";0,00247647241316803;1,58243442102828;0,037;0,012;1;"P21";"Ercc1"
"Recql5";0,00249568249899535;1,53596915875784;0,06;0,026;1;"P21";"Recql5"
"Cdk2ap1";0,00252217570326899;1,59223800789645;0,037;0,012;1;"P21";"Cdk2ap1"
"Mdk";0,00252631606163973;1,74351513769232;0,028;0,007;1;"P21";"Mdk"
"Ercc8";0,00253633308342386;0,852532666174417;0,071;0,034;1;"P21";"Ercc8"
"Rhbdl3";0,00253767223858758;2,62149886629367;0,026;0,006;1;"P21";"Rhbdl3"
"Hdgfl2";0,00254087192311957;0,52897558565528;0,142;0,089;1;"P21";"Hdgfl2"
"Man2a1";0,00255304773354527;1,27455297442287;0,06;0,026;1;"P21";"Man2a1"
"Zdhhc18";0,00256091523581641;1,09249642018848;0,084;0,043;1;"P21";"Zdhhc18"
"Lzts3";0,00257792939722089;1,4721486496134;0,041;0,014;1;"P21";"Lzts3"
"Paxbp1";0,00262797584526496;0,489060114299896;0,319;0,24;1;"P21";"Paxbp1"
"Slc6a17";0,00264251239417129;0,530803541814751;0,293;0,217;1;"P21";"Slc6a17"
"Armc8";0,00265795903147589;0,699451542466375;0,125;0,074;1;"P21";"Armc8"
"9330159F19Rik";0,00266053215369221;0,303989544195921;0,213;0,153;1;"P21";"9330159F19Rik"
"Prepl";0,00266722746574448;1,02005098346065;0,088;0,046;1;"P21";"Prepl"
"Sik2";0,00267176459224858;1,00895336490683;0,088;0,046;1;"P21";"Sik2"
"Polb";0,00267306677937063;0,55932323073049;0,216;0,148;1;"P21";"Polb"
"Smim14";0,00268040013597086;0,654541631621129;0,125;0,074;1;"P21";"Smim14"
"Dcaf11";0,00270684766084419;0,670119802382131;0,103;0,058;1;"P21";"Dcaf11"
"Eva1a";0,00271811707464797;2,70474460455701;0,013;0,001;1;"P21";"Eva1a"
"Bnip1";0,00272217622688626;1,08294591962332;0,069;0,032;1;"P21";"Bnip1"
"Plekhm1";0,00273899475741557;1,23419634197785;0,047;0,018;1;"P21";"Plekhm1"
"Gm17501";0,00274807543223396;2,99286221499028;0,013;0,001;1;"P21";"Gm17501"
"Hnrnpm";0,00275391421798134;0,783677713951264;0,112;0,064;1;"P21";"Hnrnpm"
"P2rx5";0,00277472349021335;3,50430521808036;0,013;0,001;1;"P21";"P2rx5"
"1810020O05Rik";0,00277548731054661;3,75618823565948;0,013;0,001;1;"P21";"1810020O05Rik"
"Pigz";0,00277667461930584;3,81370344592553;0,013;0,001;1;"P21";"Pigz"
"Tmem119";0,00277679901933319;3,54402572158256;0,013;0,001;1;"P21";"Tmem119"
"Sptssb";0,00277687396181871;3,72920530781918;0,013;0,001;1;"P21";"Sptssb"
"Ggt7";0,00277916968147972;0,33225730713855;0,211;0,15;1;"P21";"Ggt7"
"Pfkfb4";0,00279261989264451;0,737007526580049;0,08;0,041;1;"P21";"Pfkfb4"
"Atp1b3";0,00280671529331853;0,824214240405753;0,088;0,046;1;"P21";"Atp1b3"
"Nsun7";0,00284044651940905;0,908495283193256;0,067;0,031;1;"P21";"Nsun7"
"Tomm40";0,00284343686006934;0,475904504162227;0,155;0,1;1;"P21";"Tomm40"
"Evi5";0,00284608986217145;0,621961657090876;0,183;0,122;1;"P21";"Evi5"
"Helz";0,00286445755812044;0,406766104456042;0,149;0,098;1;"P21";"Helz"
"Hdlbp";0,00286846234595453;0,474894694326329;0,138;0,088;1;"P21";"Hdlbp"
"Hdac4";0,00287449769198357;0,534666339802539;0,183;0,122;1;"P21";"Hdac4"
"Slc35d1";0,00290065642955103;1,59868521292172;0,05;0,02;1;"P21";"Slc35d1"
